product_id,brand,model_name,category,gender_target,size_system_primary,size_range_primary,sizes_available_uk,sizes_available_us,sizes_available_eu,foot_length_min_cm,foot_length_max_cm,width_options,recommended_foot_width_cm_min,recommended_foot_width_cm_max,fit_profile,cushioning_level,arch_support,material_upper,outsole_type,weight_g,colors,price_usd,rating_avg,review_count,stock_status,image_url,description_short,sources_used
vans-wingtip-max-formal-368,Vans,Wingtip Max,Formal,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.6,29.9,Wide,10.38,11.38,regular,low,low,full-grain leather,rubber,409,purple|green|brown|white,119.18,4.3,34,in_stock,,Formal shoe with full-grain leather upper and rubber outsole; low cushioning and low arch support for a regular feel.,vans.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
converse-peak-prime-trail-369,Converse,Peak Prime,Trail,Unisex,UK,UK 3.5-12,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",22.3,30.1,Regular|Wide,9.49,10.99,snug,medium,high,synthetic mesh,lugged rubber,372,pink|black|red,165.08,4.7,37,in_stock,,"Converse trail footwear featuring synthetic mesh, lugged rubber, medium cushioning, high arch support, and a snug profile.",converse.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-retro-max-casual-370,Skechers,Retro Max,Casual,Unisex,UK,UK 3.5-12,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",22.2,30.1,Regular|Wide,9.48,10.98,snug,low,high,synthetic leather,rubber,347,beige|brown|tan,82.76,4.4,70,in_stock,,"Skechers casual footwear featuring synthetic leather, rubber, low cushioning, high arch support, and a snug profile.",skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
reebok-swift-elite-running-371,Reebok,Swift Elite,Running,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,27,Narrow|Regular|Wide,8.13,10.33,regular,high,low,synthetic mesh,rubber,276,orange|brown|tan,114.75,4.2,77,out_of_stock,,"Built for running days: synthetic mesh upper, durable rubber outsole, high cushion, low support, and a regular fit.",reebok.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
saucony-ridge-plus-gt-trail-372,Saucony,Ridge Plus GT,Trail,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,30.1,Narrow|Regular,9.18,10.48,regular,medium,medium,synthetic mesh,sticky rubber,362,green|navy,157.5,4.8,57,in_stock,,"Built for trail days: synthetic mesh upper, durable sticky rubber outsole, medium cushion, medium support, and a regular fit.",saucony.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-urban-9-casual-373,ASICS,Urban 9,Casual,Male,UK,UK 6.5-11.5,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.9,29.6,Narrow|Regular|Wide,9.18,11.38,regular,low,high,leather,gum rubber,345,white|tan|navy,87.65,3.8,88,low_stock,,Casual shoe with leather upper and gum rubber outsole; low cushioning and high arch support for a regular feel.,asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
hoka-swift-9-pro-running-374,HOKA,Swift 9 Pro,Running,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.6,27.1,Regular,8.11,10.31,roomy,high,high,engineered mesh,carbon rubber,268,red|beige,136.22,4.4,38,in_stock,,"Built for running days: engineered mesh upper, durable carbon rubber outsole, high cushion, high support, and a roomy fit.",hoka.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-zoom-x-runner-running-375,Brooks,Zoom X Runner,Running,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.6,27.1,Regular,8.11,10.31,regular,medium,medium,synthetic mesh,blown rubber,243,blue|orange,126.04,4.3,16,in_stock,,Running shoe with synthetic mesh upper and blown rubber outsole; medium cushioning and medium arch support for a regular feel.,brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-charge-prime-boost-athletic-376,ASICS,Charge Prime Boost,Athletic,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.7,26.9,Regular,8.09,10.29,regular,medium,medium,synthetic mesh,rubber,297,red|beige|green,117.93,3.8,48,in_stock,,"Built for athletic days: synthetic mesh upper, durable rubber outsole, medium cushion, medium support, and a regular fit.",asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
vans-wingtip-x-formal-377,Vans,Wingtip X,Formal,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,30,Narrow|Regular,9.16,10.46,roomy,medium,low,full-grain leather,TPU,340,purple|white|blue,114.35,4.8,15,in_stock,,"Vans formal footwear featuring full-grain leather, TPU, medium cushioning, low arch support, and a roomy profile.",vans.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
vans-cross-prime-athletic-378,Vans,Cross Prime,Athletic,Female,UK,UK 3.5-8,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","38,39,40,40.5,41,42,43,43.5,44,45",22.2,26.4,Regular,8.09,10.29,roomy,low,low,synthetic mesh,TPU,288,pink|navy|tan,82.51,3.8,36,in_stock,,"Vans athletic footwear featuring synthetic mesh, TPU, low cushioning, low arch support, and a roomy profile.",vans.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-everyday-plus-pro-casual-379,Brooks,Everyday Plus Pro,Casual,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.5,29.5,Regular,9.09,11.29,snug,medium,medium,leather,rubber,287,navy|yellow,117.73,4.3,95,in_stock,,"Brooks casual footwear featuring leather, rubber, medium cushioning, medium arch support, and a snug profile.",brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-retro-7-casual-380,Skechers,Retro 7,Casual,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.2,29.4,Regular|Wide,9.72,11.22,regular,medium,low,suede,gum rubber,335,navy|blue|purple|orange,76.5,4.2,15,out_of_stock,,"Skechers casual footwear featuring suede, gum rubber, medium cushioning, low arch support, and a regular profile.",skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-swift-max-running-381,ASICS,Swift Max,Running,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,30,Regular,9.16,11.36,regular,high,medium,engineered mesh,blown rubber,301,yellow|brown|red,139.49,4.4,118,in_stock,,Running shoe with engineered mesh upper and blown rubber outsole; high cushioning and medium arch support for a regular feel.,asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
merrell-retro-7-casual-382,Merrell,Retro 7,Casual,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,26.9,Narrow|Regular,8.11,9.41,regular,medium,medium,suede,gum rubber,345,brown|pink|tan,93.1,4,64,in_stock,,"Merrell casual footwear featuring suede, gum rubber, medium cushioning, medium arch support, and a regular profile.",merrell.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
adidas-lo-6-runner-casual-383,Adidas,Lo 6 Runner,Casual,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.2,30,Narrow|Regular|Wide,9.13,11.33,roomy,medium,high,leather,gum rubber,386,grey|purple,124.58,4.3,29,in_stock,,"Built for casual days: leather upper, durable gum rubber outsole, medium cushion, high support, and a roomy fit.",adidas.co.uk; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
vans-canyon-ii-trail-384,Vans,Canyon II,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,27,Narrow|Regular|Wide,8.13,10.33,snug,medium,medium,ripstop mesh,sticky rubber,391,red|brown,136.59,4.5,48,low_stock,,Trail shoe with ripstop mesh upper and sticky rubber outsole; medium cushioning and medium arch support for a snug feel.,vans.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-loafer-5-formal-385,ASICS,Loafer 5,Formal,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.4,29.5,Narrow|Regular|Wide,9.07,11.27,roomy,medium,medium,suede leather,TPU,393,yellow|purple|pink,136.75,4.1,58,in_stock,,"Built for formal days: suede leather upper, durable TPU outsole, medium cushion, medium support, and a roomy fit.",asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-edge-6-athletic-386,Brooks,Edge 6,Athletic,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.7,27.1,Wide,9.33,10.33,roomy,medium,medium,synthetic mesh,non-marking rubber,252,brown|beige|yellow,128.03,4.2,79,low_stock,,"Built for athletic days: synthetic mesh upper, durable non-marking rubber outsole, medium cushion, medium support, and a roomy fit.",brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
clarks-trailblazer-prime-trail-387,Clarks,Trailblazer Prime,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.7,27.1,Narrow|Regular|Wide,8.13,10.33,snug,high,medium,gore-tex membrane,lugged rubber,360,purple|orange|blue|pink,111.56,4.3,43,in_stock,,"Clarks trail footwear featuring gore-tex membrane, lugged rubber, high cushioning, medium arch support, and a snug profile.",clarks.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
timberland-derby-6-formal-388,Timberland,Derby 6,Formal,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.8,27.1,Narrow|Regular|Wide,8.15,10.35,regular,medium,medium,patent leather,rubber,359,green|white|brown,119.95,3.7,86,in_stock,,"Timberland formal footwear featuring patent leather, rubber, medium cushioning, medium arch support, and a regular profile.",timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
hoka-captoe-9-air-formal-389,HOKA,Captoe 9 Air,Formal,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.5,30.1,Regular,9.2,11.4,snug,low,high,patent leather,leather,433,red|orange|brown,138.91,3.8,75,in_stock,,"Built for formal days: patent leather upper, durable leather outsole, low cushion, high support, and a snug fit.",hoka.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
brooks-canvas-5-premium-casual-390,Brooks,Canvas 5 Premium,Casual,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.7,29.9,Wide,9.85,10.85,roomy,low,low,synthetic leather,cupsole rubber,291,grey|beige|purple|red,120.76,3.8,66,in_stock,,"Built for casual days: synthetic leather upper, durable cupsole rubber outsole, low cushion, low support, and a roomy fit.",brooksrunning.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
asics-trailblazer-8-trail-391,ASICS,Trailblazer 8,Trail,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.6,26.7,Regular,8.04,10.24,regular,high,medium,synthetic mesh,sticky rubber,311,green|beige|grey,170.13,4.4,103,in_stock,,"ASICS trail footwear featuring synthetic mesh, sticky rubber, high cushioning, medium arch support, and a regular profile.",asics.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
reebok-flex-prime-athletic-392,Reebok,Flex Prime,Athletic,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.2,29.9,Narrow|Regular,9.11,10.41,regular,high,low,synthetic leather,TPU,302,tan|green|brown,114.86,3.7,79,out_of_stock,,Athletic shoe with synthetic leather upper and TPU outsole; high cushioning and low arch support for a regular feel.,reebok.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
vans-summit-6-trail-393,Vans,Summit 6,Trail,Female,UK,UK 3.5-8.5,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","38,39,40,40.5,41,42,43,43.5,44,45,46",22.2,27,Narrow|Regular|Wide,8.2,10.4,regular,high,medium,gore-tex membrane,sticky rubber,325,green|black|purple,146.68,4.4,29,in_stock,,"Vans trail footwear featuring gore-tex membrane, sticky rubber, high cushioning, medium arch support, and a regular profile.",vans.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
hoka-ridge-max-boost-trail-394,HOKA,Ridge Max Boost,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.7,27,Regular,8.11,10.31,regular,low,high,gore-tex membrane,lugged rubber,330,red|white|brown,143.86,3.9,55,in_stock,,"Built for trail days: gore-tex membrane upper, durable lugged rubber outsole, low cushion, high support, and a regular fit.",hoka.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
reebok-skate-prime-casual-395,Reebok,Skate Prime,Casual,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.7,27.1,Narrow|Regular,8.13,9.43,regular,medium,high,synthetic leather,cupsole rubber,313,tan|black|beige,92.49,4.2,58,in_stock,,Casual shoe with synthetic leather upper and cupsole rubber outsole; medium cushioning and high arch support for a regular feel.,reebok.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-captoe-6-formal-396,Skechers,Captoe 6,Formal,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.9,29.9,Narrow|Regular|Wide,8.68,10.88,roomy,medium,low,full-grain leather,TPU,416,pink|grey|black,129.92,4.4,46,in_stock,,"Skechers formal footwear featuring full-grain leather, TPU, medium cushioning, low arch support, and a roomy profile.",skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
clarks-lift-7-athletic-397,Clarks,Lift 7,Athletic,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,29.9,Regular,9.15,11.35,snug,medium,medium,knit,rubber,334,navy|white|orange|red,94.09,4.7,17,in_stock,,"Built for athletic days: knit upper, durable rubber outsole, medium cushion, medium support, and a snug fit.",clarks.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
merrell-glide-ii-running-398,Merrell,Glide II,Running,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.6,26.6,Narrow,8.02,8.72,regular,high,high,synthetic mesh,rubber,211,grey|orange|pink,134.09,4.3,49,out_of_stock,,"Built for running days: synthetic mesh upper, durable rubber outsole, high cushion, high support, and a regular fit.",merrell.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
nike-cross-8-premium-athletic-399,Nike,Cross 8 Premium,Athletic,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.7,30.1,Regular,8.68,10.88,regular,low,low,synthetic mesh,non-marking rubber,295,pink|green|navy,122.17,3.7,15,in_stock,,"Built for athletic days: synthetic mesh upper, durable non-marking rubber outsole, low cushion, low support, and a regular fit.",nike.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
clarks-surge-i-running-400,Clarks,Surge I,Running,Male,UK,UK 6-11.5,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50",24.4,29.5,Narrow|Regular,9.07,10.37,snug,high,medium,knit mesh,rubber,246,yellow|pink|blue,140.25,4.2,14,in_stock,,"Clarks running footwear featuring knit mesh, rubber, high cushioning, medium arch support, and a snug profile.",clarks.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
skechers-street-7-casual-401,Skechers,Street 7,Casual,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.8,26.6,Narrow|Regular|Wide,8.05,10.25,regular,high,low,suede,rubber,319,white|grey|beige,93.84,4,134,in_stock,,"Skechers casual footwear featuring suede, rubber, high cushioning, low arch support, and a regular profile.",skechers.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
hoka-dress-x-formal-402,HOKA,Dress X,Formal,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.3,30,Narrow|Regular|Wide,9.15,11.35,regular,high,low,patent leather,leather,389,green|yellow|grey,175.02,3.9,55,in_stock,,Formal shoe with patent leather upper and leather outsole; high cushioning and low arch support for a regular feel.,hoka.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
merrell-aero-plus-running-403,Merrell,Aero Plus,Running,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.6,27.1,Regular,8.11,10.31,snug,high,medium,knit mesh,carbon rubber,285,red|green|brown|beige,73.8,4.4,32,in_stock,,"Built for running days: knit mesh upper, durable carbon rubber outsole, high cushion, medium support, and a snug fit.",merrell.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
clarks-street-7-casual-404,Clarks,Street 7,Casual,Unisex,UK,UK 3-12,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",21.6,30.1,Regular,8.66,10.86,regular,medium,medium,leather,gum rubber,344,red|orange|beige|white,82.53,4.6,83,low_stock,,"Clarks casual footwear featuring leather, gum rubber, medium cushioning, medium arch support, and a regular profile.",clarks.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
reebok-heritage-5-casual-405,Reebok,Heritage 5,Casual,Female,UK,UK 3.5-8,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","38,39,40,40.5,41,42,43,43.5,44,45",22.2,26.5,Regular|Wide,8.81,10.31,regular,medium,high,suede,rubber,416,black|blue|orange|pink,79.32,4.7,41,in_stock,,"Reebok casual footwear featuring suede, rubber, medium cushioning, high arch support, and a regular profile.",reebok.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
hoka-lo-9-casual-406,HOKA,Lo 9,Casual,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,29.9,Regular|Wide,9.85,11.35,regular,medium,high,canvas,cupsole rubber,364,green|grey|yellow,145.48,4.1,28,in_stock,,"Built for casual days: canvas upper, durable cupsole rubber outsole, medium cushion, high support, and a regular fit.",hoka.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
timberland-trailblazer-9-trail-407,Timberland,Trailblazer 9,Trail,Female,UK,UK 3-8.5,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","37.5,38,39,40,40.5,41,42,43,43.5,44,45,46",21.7,27.1,Narrow|Regular|Wide,8.13,10.33,snug,high,high,synthetic mesh,Vibram-style rubber,326,black|grey|tan,171.34,4.8,99,in_stock,,"Built for trail days: synthetic mesh upper, durable Vibram-style rubber outsole, high cushion, high support, and a snug fit.",timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
timberland-trailblazer-8-trail-408,Timberland,Trailblazer 8,Trail,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.7,29.9,Narrow|Regular|Wide,9.2,11.4,roomy,medium,high,ripstop mesh,lugged rubber,318,pink|grey,140.79,4.6,120,in_stock,,"Timberland trail footwear featuring ripstop mesh, lugged rubber, medium cushioning, high arch support, and a roomy profile.",timberland.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
new-balance-lo-prime-lite-casual-409,New Balance,Lo Prime Lite,Casual,Male,UK,UK 6-12,"6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","42,43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.4,29.9,Narrow|Regular|Wide,9.15,11.35,regular,medium,medium,canvas,rubber,302,purple|black|orange,82.47,4.2,52,in_stock,,"New Balance casual footwear featuring canvas, rubber, medium cushioning, medium arch support, and a regular profile.",newbalance.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
salomon-trailblazer-plus-trail-410,Salomon,Trailblazer Plus,Trail,Female,UK,UK 3.5-8.5,"3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5","5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5","38,39,40,40.5,41,42,43,43.5,44,45,46",22.2,27,Narrow|Regular|Wide,8.2,10.4,regular,medium,medium,synthetic mesh,sticky rubber,360,blue|yellow,158.68,4.8,38,in_stock,,Trail shoe with synthetic mesh upper and sticky rubber outsole; medium cushioning and medium arch support for a regular feel.,salomon.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
nike-cross-max-athletic-411,Nike,Cross Max,Athletic,Male,UK,UK 6.5-12,"6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12","7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13","43,43.5,44,45,46,46.5,47,48,49,49.5,50,51",24.8,30,Regular|Wide,9.94,11.44,regular,medium,low,synthetic leather,non-marking rubber,240,orange|blue,146.01,4.4,52,out_of_stock,,"Nike athletic footwear featuring synthetic leather, non-marking rubber, medium cushioning, low arch support, and a regular profile.",nike.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
merrell-outback-i-trail-412,Merrell,Outback I,Trail,Female,UK,UK 3-8,"3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8","5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10","37.5,38,39,40,40.5,41,42,43,43.5,44,45",21.7,26.7,Wide,9.25,10.25,roomy,high,high,gore-tex membrane,sticky rubber,349,beige|navy|pink,150.61,4.5,111,low_stock,,Trail shoe with gore-tex membrane upper and sticky rubber outsole; high cushioning and high arch support for a roomy feel.,merrell.com; size charts: nike.com/adidas.co.uk/asics.com/clarks.com
