foot_length_cm,foot_width_cm,category,gender,target_UK_size,target_EU_size,target_US_size,allowance_cm,effective_length_cm
23.87,9.22,Sport,Female,6.5,40,8.5,1.2,25.07
25.69,9.59,Sport,Female,9,42,11,1.2,26.89
23.15,8.79,Sport,Female,6,39,8,1.2,24.35
26.73,9.76,Sport,Female,10,44,12,1.2,27.93
25.78,9.41,Sport,Female,9,42,11,1.2,26.98
24.88,8.65,Sport,Female,8,41,10,1.2,26.08
26.59,9.93,Sport,Female,10,44,12,1.2,27.79
25.51,8.46,Sport,Female,8.5,42,10.5,1.2,26.71
23.63,9.14,Sport,Female,6.5,39,8.5,1.2,24.83
25.63,8.98,Sport,Female,8.5,42,10.5,1.2,26.83
23.56,9.16,Sport,Female,6,39,8,1.2,24.76
21.64,8.73,Sport,Female,4,36,6,1.2,22.84
24.16,9.09,Sport,Female,7,40,9,1.2,25.36
23.56,9.27,Sport,Female,6,39,8,1.2,24.76
23.12,8.71,Sport,Female,5.5,38,7.5,1.2,24.32
25.21,9.22,Sport,Female,8,42,10,1.2,26.41
23.51,9.6,Sport,Female,6,39,8,1.2,24.71
25.24,9.25,Sport,Female,8,42,10,1.2,26.44
24.26,9.09,Sport,Female,7,40,9,1.2,25.46
23.65,8.14,Sport,Female,6.5,39,8.5,1.2,24.85
25.72,9.22,Sport,Female,9,42,11,1.2,26.92
27.59,9.59,Sport,Female,11,45,13,1.2,28.79
25.78,9.46,Sport,Female,9,42,11,1.2,26.98
23.27,8.85,Sport,Female,6,39,8,1.2,24.47
25.91,9.55,Sport,Female,9,43,11,1.2,27.11
23.42,8.6,Sport,Female,6,39,8,1.2,24.62
25.71,9.75,Sport,Female,9,42,11,1.2,26.91
24.85,9.58,Sport,Female,8,41,10,1.2,26.05
24.58,9.54,Sport,Female,7.5,41,9.5,1.2,25.78
25.91,9.57,Sport,Female,9,43,11,1.2,27.11
25,8.87,Sport,Female,8,41,10,1.2,26.2
26.51,9.99,Sport,Female,9.5,44,11.5,1.2,27.71
25.16,8.99,Sport,Female,8,42,10,1.2,26.36
24.65,9.73,Sport,Female,7.5,41,9.5,1.2,25.85
27.59,9.37,Sport,Female,11,45,13,1.2,28.79
25.64,10.09,Sport,Female,8.5,42,10.5,1.2,26.84
24.21,9.48,Sport,Female,7,40,9,1.2,25.41
26.14,9.18,Sport,Female,9.5,43,11.5,1.2,27.34
24.07,9.16,Sport,Female,7,40,9,1.2,25.27
23.97,9.04,Sport,Female,6.5,40,8.5,1.2,25.17
24.27,9.25,Sport,Female,7,40,9,1.2,25.47
23.59,9.35,Sport,Female,6.5,39,8.5,1.2,24.79
26.84,8.9,Sport,Female,10,44,12,1.2,28.04
23.28,9.43,Sport,Female,6,39,8,1.2,24.48
26.06,8.87,Sport,Female,9,43,11,1.2,27.26
24.42,9.59,Sport,Female,7.5,40,9.5,1.2,25.62
22.35,8.94,Sport,Female,5,37,7,1.2,23.55
25.17,9.04,Sport,Female,8,42,10,1.2,26.37
24.64,9.15,Sport,Female,7.5,41,9.5,1.2,25.84
25.71,10.34,Sport,Female,9,42,11,1.2,26.91
22.31,9.18,Sport,Female,5,37,7,1.2,23.51
25.7,9.86,Sport,Female,9,42,11,1.2,26.9
23.8,9.25,Sport,Female,6.5,39,8.5,1.2,25
23.02,9.14,Sport,Female,5.5,38,7.5,1.2,24.22
23.65,9.29,Sport,Female,6.5,39,8.5,1.2,24.85
24.37,8.5,Sport,Female,7,40,9,1.2,25.57
24.58,9.04,Sport,Female,7.5,41,9.5,1.2,25.78
26.07,10.28,Sport,Female,9,43,11,1.2,27.27
22.36,9.28,Sport,Female,5,37,7,1.2,23.56
24.19,9.71,Sport,Female,7,40,9,1.2,25.39
24.6,9.34,Sport,Female,7.5,41,9.5,1.2,25.8
25.95,9.74,Sport,Female,9,43,11,1.2,27.15
24.67,8.76,Sport,Female,7.5,41,9.5,1.2,25.87
24.7,9.26,Sport,Female,7.5,41,9.5,1.2,25.9
22.32,9.08,Sport,Female,5,37,7,1.2,23.52
24.59,9.36,Sport,Female,7.5,41,9.5,1.2,25.79
24.59,9.18,Sport,Female,7.5,41,9.5,1.2,25.79
25.99,9.53,Sport,Female,9,43,11,1.2,27.19
25.67,9.02,Sport,Female,8.5,42,10.5,1.2,26.87
23.96,9.27,Sport,Female,6.5,40,8.5,1.2,25.16
26.86,9.75,Sport,Female,10,44,12,1.2,28.06
23.3,9.38,Sport,Female,6,39,8,1.2,24.5
23.35,8.99,Sport,Female,6,39,8,1.2,24.55
25.77,9.11,Sport,Female,9,42,11,1.2,26.97
24.17,9.31,Sport,Female,7,40,9,1.2,25.37
22.93,9.31,Sport,Female,5.5,38,7.5,1.2,24.13
24.9,8.84,Sport,Female,8,41,10,1.2,26.1
25.01,9.45,Sport,Female,8,41,10,1.2,26.21
24.93,9.11,Sport,Female,8,41,10,1.2,26.13
24.36,9.01,Sport,Female,7,40,9,1.2,25.56
25.38,9.57,Sport,Female,8.5,42,10.5,1.2,26.58
25.11,9.48,Sport,Female,8,41,10,1.2,26.31
24.39,8.76,Sport,Female,7,40,9,1.2,25.59
25.1,9.96,Sport,Female,8,41,10,1.2,26.3
26.26,8.81,Sport,Female,9.5,43,11.5,1.2,27.46
26.94,9.83,Sport,Female,10,44,12,1.2,28.14
24.6,9.22,Sport,Female,7.5,41,9.5,1.2,25.8
23.36,7.91,Sport,Female,6,39,8,1.2,24.56
24,9.74,Sport,Female,7,40,9,1.2,25.2
26.06,9.46,Sport,Female,9,43,11,1.2,27.26
25.64,9.15,Sport,Female,8.5,42,10.5,1.2,26.84
24.91,9.91,Sport,Female,8,41,10,1.2,26.11
22.38,8.61,Sport,Female,5,37,7,1.2,23.58
22.26,8.73,Sport,Female,4.5,37,6.5,1.2,23.46
22.46,8.72,Sport,Female,5,37,7,1.2,23.66
24.43,9.37,Sport,Female,7.5,40,9.5,1.2,25.63
20.61,8.66,Sport,Female,3,35,5,1.2,21.81
25.42,9.84,Sport,Female,8.5,42,10.5,1.2,26.62
25.12,9.19,Sport,Female,8,41,10,1.2,26.32
23.5,9.02,Sport,Female,6,39,8,1.2,24.7
24.28,9.19,Sport,Female,7,40,9,1.2,25.48
24.17,9.33,Sport,Female,7,40,9,1.2,25.37
26.97,10.09,Sport,Female,10.5,44,12.5,1.2,28.17
25.98,9.01,Sport,Female,9,43,11,1.2,27.18
24.69,9.32,Sport,Female,7.5,41,9.5,1.2,25.89
25.42,9.79,Sport,Female,8.5,42,10.5,1.2,26.62
26.33,9.51,Sport,Female,9.5,43,11.5,1.2,27.53
25.36,9.43,Sport,Female,8.5,42,10.5,1.2,26.56
24.37,8.81,Sport,Female,7,40,9,1.2,25.57
23.73,9.08,Sport,Female,6.5,39,8.5,1.2,24.93
27.15,9.09,Sport,Female,10.5,45,12.5,1.2,28.35
24.66,9.19,Sport,Female,7.5,41,9.5,1.2,25.86
24.76,9.29,Sport,Female,7.5,41,9.5,1.2,25.96
24.26,9.56,Sport,Female,7,40,9,1.2,25.46
26.11,9.15,Sport,Female,9.5,43,11.5,1.2,27.31
25.96,9.7,Sport,Female,9,43,11,1.2,27.16
23.12,8.74,Sport,Female,5.5,38,7.5,1.2,24.32
27.88,9.36,Sport,Female,11.5,46,13.5,1.2,29.08
25.71,9.3,Sport,Female,9,42,11,1.2,26.91
25.13,9.41,Sport,Female,8,41,10,1.2,26.33
24.92,9.76,Sport,Female,8,41,10,1.2,26.12
25.54,9.14,Sport,Female,8.5,42,10.5,1.2,26.74
24.17,8.55,Sport,Female,7,40,9,1.2,25.37
24.14,9.2,Sport,Female,7,40,9,1.2,25.34
24.67,9.91,Sport,Female,7.5,41,9.5,1.2,25.87
25.22,10.23,Sport,Female,8,42,10,1.2,26.42
25.02,8.86,Sport,Female,8,41,10,1.2,26.22
24.64,8.84,Sport,Female,7.5,41,9.5,1.2,25.84
25.53,9.64,Sport,Female,8.5,42,10.5,1.2,26.73
24,8.87,Sport,Female,7,40,9,1.2,25.2
23.3,9.42,Sport,Female,6,39,8,1.2,24.5
22.8,9.05,Sport,Female,5.5,38,7.5,1.2,24
23.11,8.16,Sport,Female,5.5,38,7.5,1.2,24.31
25.1,9.04,Sport,Female,8,41,10,1.2,26.3
24.53,9.02,Sport,Female,7.5,41,9.5,1.2,25.73
24.67,10.03,Sport,Female,7.5,41,9.5,1.2,25.87
24.8,9.48,Sport,Female,7.5,41,9.5,1.2,26
24.91,9.37,Sport,Female,8,41,10,1.2,26.11
24.58,9.44,Sport,Female,7.5,41,9.5,1.2,25.78
23.04,9.55,Sport,Female,5.5,38,7.5,1.2,24.24
24.19,9.4,Sport,Female,7,40,9,1.2,25.39
26.06,9.58,Sport,Female,9,43,11,1.2,27.26
23.39,9.32,Sport,Female,6,39,8,1.2,24.59
24.29,9.54,Sport,Female,7,40,9,1.2,25.49
23.91,9.58,Sport,Female,6.5,40,8.5,1.2,25.11
24.3,9.05,Sport,Female,7,40,9,1.2,25.5
24.47,8.07,Sport,Female,7.5,41,9.5,1.2,25.67
24.48,7.78,Sport,Female,7.5,41,9.5,1.2,25.68
26.73,9.95,Sport,Female,10,44,12,1.2,27.93
24.14,8.69,Sport,Female,7,40,9,1.2,25.34
25.39,10,Sport,Female,8.5,42,10.5,1.2,26.59
25.03,10.26,Sport,Female,8,41,10,1.2,26.23
24.6,9.43,Sport,Female,7.5,41,9.5,1.2,25.8
22.61,8.85,Sport,Female,5,38,7,1.2,23.81
25.88,9.52,Sport,Female,9,43,11,1.2,27.08
24.8,8.77,Sport,Female,7.5,41,9.5,1.2,26
25.01,9.07,Sport,Female,8,41,10,1.2,26.21
23.48,9.01,Sport,Female,6,39,8,1.2,24.68
24.99,9.31,Sport,Female,8,41,10,1.2,26.19
24.3,9.44,Sport,Female,7,40,9,1.2,25.5
25.96,9.17,Sport,Female,9,43,11,1.2,27.16
23.3,8.79,Sport,Female,6,39,8,1.2,24.5
26.35,9.85,Sport,Female,9.5,43,11.5,1.2,27.55
24.19,8.56,Sport,Female,7,40,9,1.2,25.39
24.28,9.48,Sport,Female,7,40,9,1.2,25.48
24.11,9.4,Sport,Female,7,40,9,1.2,25.31
26.34,9.81,Sport,Female,9.5,43,11.5,1.2,27.54
25.05,9.18,Sport,Female,8,41,10,1.2,26.25
23.42,9.57,Sport,Female,6,39,8,1.2,24.62
22.29,9.24,Sport,Female,4.5,37,6.5,1.2,23.49
24.73,9.44,Sport,Female,7.5,41,9.5,1.2,25.93
23.67,9.09,Sport,Female,6.5,39,8.5,1.2,24.87
24.39,9.54,Sport,Female,7,40,9,1.2,25.59
24.77,9.01,Sport,Female,7.5,41,9.5,1.2,25.97
25.09,9.63,Sport,Female,8,41,10,1.2,26.29
24.6,9.4,Sport,Female,7.5,41,9.5,1.2,25.8
23.83,8.93,Sport,Female,6.5,40,8.5,1.2,25.03
23.66,9.19,Sport,Female,6.5,39,8.5,1.2,24.86
26.03,10.18,Sport,Female,9,43,11,1.2,27.23
25.4,8.79,Sport,Female,8.5,42,10.5,1.2,26.6
26.02,9.19,Sport,Female,9,43,11,1.2,27.22
24.59,9.15,Sport,Female,7.5,41,9.5,1.2,25.79
24.99,9.6,Sport,Female,8,41,10,1.2,26.19
24.18,9.29,Sport,Female,7,40,9,1.2,25.38
24.07,9.38,Sport,Female,7,40,9,1.2,25.27
27.28,9.75,Sport,Female,10.5,45,12.5,1.2,28.48
27.33,9.92,Sport,Female,10.5,45,12.5,1.2,28.53
24.54,9.67,Sport,Female,7.5,41,9.5,1.2,25.74
23.14,9,Sport,Female,5.5,39,7.5,1.2,24.34
25.21,9.6,Sport,Female,8,42,10,1.2,26.41
25.28,9.43,Sport,Female,8.5,42,10.5,1.2,26.48
23.46,8.77,Sport,Female,6,39,8,1.2,24.66
23.57,9.29,Sport,Female,6.5,39,8.5,1.2,24.77
25.73,9.92,Sport,Female,9,42,11,1.2,26.93
23.75,9.1,Sport,Female,6.5,39,8.5,1.2,24.95
25.65,9.17,Sport,Female,8.5,42,10.5,1.2,26.85
25.25,9.63,Sport,Female,8,42,10,1.2,26.45
25.78,9.72,Sport,Female,9,42,11,1.2,26.98
26.19,9.56,Sport,Female,9.5,43,11.5,1.2,27.39
24.28,10.16,Sport,Female,7,40,9,1.2,25.48
26.21,10.23,Sport,Female,9.5,43,11.5,1.2,27.41
24.41,9.38,Sport,Female,7,40,9,1.2,25.61
24.44,9.4,Sport,Female,7.5,40,9.5,1.2,25.64
24.69,9.87,Sport,Female,7.5,41,9.5,1.2,25.89
25.09,9.83,Sport,Female,8,41,10,1.2,26.29
25.43,9.44,Sport,Female,8.5,42,10.5,1.2,26.63
25.92,9.76,Sport,Female,9,43,11,1.2,27.12
22.84,8.82,Sport,Female,5.5,38,7.5,1.2,24.04
24.97,8.91,Sport,Female,8,41,10,1.2,26.17
25.06,8.74,Sport,Female,8,41,10,1.2,26.26
25.74,9.62,Sport,Female,9,42,11,1.2,26.94
22.74,9.94,Sport,Female,5.5,38,7.5,1.2,23.94
25.23,9.99,Sport,Female,8,42,10,1.2,26.43
24.34,9.14,Sport,Female,7,40,9,1.2,25.54
24.09,9.17,Sport,Female,7,40,9,1.2,25.29
24.53,9.08,Sport,Female,7.5,41,9.5,1.2,25.73
26.5,9.1,Sport,Female,9.5,44,11.5,1.2,27.7
23.84,8.98,Sport,Female,6.5,40,8.5,1.2,25.04
25.37,9.45,Sport,Female,8.5,42,10.5,1.2,26.57
23.63,9.11,Sport,Female,6.5,39,8.5,1.2,24.83
25.33,9.93,Sport,Female,8.5,42,10.5,1.2,26.53
22.63,8.99,Sport,Female,5,38,7,1.2,23.83
23.31,9.45,Sport,Female,6,39,8,1.2,24.51
23.17,9.17,Sport,Female,6,39,8,1.2,24.37
23.84,9.29,Sport,Female,6.5,40,8.5,1.2,25.04
25.93,9.86,Sport,Female,9,43,11,1.2,27.13
26.38,9.37,Sport,Female,9.5,43,11.5,1.2,27.58
22.94,9.21,Sport,Female,5.5,38,7.5,1.2,24.14
22.81,8.73,Sport,Female,5.5,38,7.5,1.2,24.01
26.08,9.52,Sport,Female,9,43,11,1.2,27.28
24.5,9.27,Sport,Female,7.5,41,9.5,1.2,25.7
23.26,8.8,Sport,Female,6,39,8,1.2,24.46
24.28,8.79,Sport,Female,7,40,9,1.2,25.48
24.07,9.14,Sport,Female,7,40,9,1.2,25.27
25.58,9.4,Sport,Female,8.5,42,10.5,1.2,26.78
24.88,9.22,Sport,Female,8,41,10,1.2,26.08
22.44,8.71,Sport,Female,5,37,7,1.2,23.64
25.12,8.55,Sport,Female,8,41,10,1.2,26.32
25.76,9.43,Sport,Female,9,42,11,1.2,26.96
25.36,9.99,Sport,Female,8.5,42,10.5,1.2,26.56
24.72,9.81,Sport,Female,7.5,41,9.5,1.2,25.92
24.55,9.27,Sport,Female,7.5,41,9.5,1.2,25.75
24.74,9.3,Sport,Female,7.5,41,9.5,1.2,25.94
22.7,7.89,Sport,Female,5,38,7,1.2,23.9
27.16,9.65,Sport,Female,10.5,45,12.5,1.2,28.36
24.55,9.53,Sport,Female,7.5,41,9.5,1.2,25.75
24.08,8.99,Sport,Female,7,40,9,1.2,25.28
23.27,9.36,Sport,Female,6,39,8,1.2,24.47
24.32,9.58,Sport,Female,7,40,9,1.2,25.52
24.34,8.98,Sport,Female,7,40,9,1.2,25.54
23.75,9.11,Sport,Female,6.5,39,8.5,1.2,24.95
24.5,9.83,Sport,Female,7.5,41,9.5,1.2,25.7
27.8,9.45,Sport,Female,11,45,13,1.2,29
26.13,9.48,Sport,Female,9.5,43,11.5,1.2,27.33
25.08,8.78,Sport,Female,8,41,10,1.2,26.28
25.93,9.24,Sport,Female,9,43,11,1.2,27.13
21.42,9.23,Sport,Female,3.5,36,5.5,1.2,22.62
25.17,9.25,Sport,Female,8,42,10,1.2,26.37
26.22,8.89,Sport,Female,9.5,43,11.5,1.2,27.42
24.86,8.93,Sport,Female,8,41,10,1.2,26.06
24.88,8.69,Sport,Female,8,41,10,1.2,26.08
25.56,9.55,Sport,Female,8.5,42,10.5,1.2,26.76
24.14,9.32,Sport,Female,7,40,9,1.2,25.34
26.19,9.98,Sport,Female,9.5,43,11.5,1.2,27.39
25.57,9.74,Sport,Female,8.5,42,10.5,1.2,26.77
24.77,8.75,Sport,Female,7.5,41,9.5,1.2,25.97
24.99,9.5,Sport,Female,8,41,10,1.2,26.19
23.88,9.04,Sport,Female,6.5,40,8.5,1.2,25.08
22.64,9.2,Sport,Female,5,38,7,1.2,23.84
24.88,9.63,Sport,Female,8,41,10,1.2,26.08
22.06,9.44,Sport,Female,4.5,37,6.5,1.2,23.26
26.24,9.28,Sport,Female,9.5,43,11.5,1.2,27.44
22.88,8.44,Sport,Female,5.5,38,7.5,1.2,24.08
26.31,9.48,Sport,Female,9.5,43,11.5,1.2,27.51
24.12,9.11,Sport,Female,7,40,9,1.2,25.32
25.5,9.21,Sport,Female,8.5,42,10.5,1.2,26.7
25.59,9.15,Sport,Female,8.5,42,10.5,1.2,26.79
21.77,8.71,Sport,Female,4,36,6,1.2,22.97
23.57,8.83,Sport,Female,6.5,39,8.5,1.2,24.77
24.92,9.06,Sport,Female,8,41,10,1.2,26.12
28.04,9.53,Sport,Female,11.5,46,13.5,1.2,29.24
27.08,8.95,Sport,Female,10.5,44,12.5,1.2,28.28
25.99,10.12,Sport,Female,9,43,11,1.2,27.19
24.57,9.77,Sport,Female,7.5,41,9.5,1.2,25.77
24.05,9.45,Sport,Female,7,40,9,1.2,25.25
25.7,9.73,Sport,Female,9,42,11,1.2,26.9
23.78,8.84,Sport,Female,6.5,39,8.5,1.2,24.98
23.88,9.32,Sport,Female,6.5,40,8.5,1.2,25.08
25.41,9.01,Sport,Female,8.5,42,10.5,1.2,26.61
26.09,9.65,Sport,Female,9,43,11,1.2,27.29
24.29,8.88,Sport,Female,7,40,9,1.2,25.49
24.55,9.48,Sport,Female,7.5,41,9.5,1.2,25.75
23.72,9.68,Sport,Female,6.5,39,8.5,1.2,24.92
23.13,8.52,Sport,Female,5.5,39,7.5,1.2,24.33
22.59,8.58,Sport,Female,5,38,7,1.2,23.79
23.33,8.99,Sport,Female,6,39,8,1.2,24.53
25.3,8.71,Sport,Female,8.5,42,10.5,1.2,26.5
24.98,8.73,Sport,Female,8,41,10,1.2,26.18
23.29,9.56,Sport,Female,6,39,8,1.2,24.49
25.59,9.62,Sport,Female,8.5,42,10.5,1.2,26.79
25.59,9.25,Sport,Female,8.5,42,10.5,1.2,26.79
23.67,9.03,Sport,Female,6.5,39,8.5,1.2,24.87
22.51,8.58,Sport,Female,5,38,7,1.2,23.71
23.38,9.01,Sport,Female,6,39,8,1.2,24.58
23.68,8.87,Sport,Female,6.5,39,8.5,1.2,24.88
24.7,9.24,Sport,Female,7.5,41,9.5,1.2,25.9
25.61,9.77,Sport,Female,8.5,42,10.5,1.2,26.81
23.77,9.3,Sport,Female,6.5,39,8.5,1.2,24.97
22.59,9.37,Sport,Female,5,38,7,1.2,23.79
25.06,9.52,Sport,Female,8,41,10,1.2,26.26
25.4,9.46,Sport,Female,8.5,42,10.5,1.2,26.6
25.23,10.06,Sport,Female,8,42,10,1.2,26.43
24.2,9.08,Sport,Female,7,40,9,1.2,25.4
23.34,8.1,Sport,Female,6,39,8,1.2,24.54
27.06,10.16,Sport,Female,10.5,44,12.5,1.2,28.26
24.53,9.35,Sport,Female,7.5,41,9.5,1.2,25.73
26.28,9.65,Sport,Female,9.5,43,11.5,1.2,27.48
22.07,8.99,Sport,Female,4.5,37,6.5,1.2,23.27
24.46,9.06,Sport,Female,7.5,40,9.5,1.2,25.66
25.31,8.58,Sport,Female,8.5,42,10.5,1.2,26.51
24.23,9.51,Sport,Female,7,40,9,1.2,25.43
26.64,9.48,Sport,Female,10,44,12,1.2,27.84
26.15,9.25,Sport,Female,9.5,43,11.5,1.2,27.35
24.75,8.47,Sport,Female,7.5,41,9.5,1.2,25.95
23.8,9.38,Sport,Female,6.5,40,8.5,1.2,25
25.16,8.41,Sport,Female,8,42,10,1.2,26.36
25.76,10.03,Sport,Female,9,42,11,1.2,26.96
28.11,9.95,Sport,Female,11.5,46,13.5,1.2,29.31
26.02,9.92,Sport,Female,9,43,11,1.2,27.22
25.43,9.62,Sport,Female,8.5,42,10.5,1.2,26.63
23.76,9.8,Sport,Female,6.5,39,8.5,1.2,24.96
24.85,9.47,Sport,Female,8,41,10,1.2,26.05
26.37,10.16,Sport,Female,9.5,43,11.5,1.2,27.57
25.62,9.28,Sport,Female,8.5,42,10.5,1.2,26.82
24.8,8.69,Sport,Female,7.5,41,9.5,1.2,26
24.26,9.57,Sport,Female,7,40,9,1.2,25.46
24.41,8.59,Sport,Female,7,40,9,1.2,25.61
24.72,9.59,Sport,Female,7.5,41,9.5,1.2,25.92
27.05,9.42,Sport,Female,10.5,44,12.5,1.2,28.25
23.52,9.12,Sport,Female,6,39,8,1.2,24.72
23.95,9.85,Sport,Female,6.5,40,8.5,1.2,25.15
23.99,9.38,Sport,Female,7,40,9,1.2,25.19
21.29,8.4,Sport,Female,3.5,36,5.5,1.2,22.49
25.58,9.67,Sport,Female,8.5,42,10.5,1.2,26.78
24.13,8.94,Sport,Female,7,40,9,1.2,25.33
25.7,10.45,Sport,Female,9,42,11,1.2,26.9
24.29,8.9,Sport,Female,7,40,9,1.2,25.49
23.5,8.96,Sport,Female,6,39,8,1.2,24.7
24.89,9.56,Sport,Female,8,41,10,1.2,26.09
26.2,9.78,Sport,Female,9.5,43,11.5,1.2,27.4
22.21,8.89,Sport,Female,4.5,37,6.5,1.2,23.41
25.14,9.19,Sport,Female,8,42,10,1.2,26.34
25.16,9.3,Sport,Female,8,42,10,1.2,26.36
25.02,9.73,Sport,Female,8,41,10,1.2,26.22
26.7,10.1,Sport,Female,10,44,12,1.2,27.9
25.07,9.52,Sport,Female,8,41,10,1.2,26.27
25.91,10.1,Sport,Female,9,43,11,1.2,27.11
23,9.27,Sport,Female,5.5,38,7.5,1.2,24.2
26.43,10.03,Sport,Female,9.5,43,11.5,1.2,27.63
24.27,8.55,Sport,Female,7,40,9,1.2,25.47
24.63,9.42,Sport,Female,7.5,41,9.5,1.2,25.83
23.92,9.18,Sport,Female,6.5,40,8.5,1.2,25.12
24.14,9.74,Sport,Female,7,40,9,1.2,25.34
23.36,7.83,Sport,Female,6,39,8,1.2,24.56
25.04,9.3,Sport,Female,8,41,10,1.2,26.24
26.79,9.82,Sport,Female,10,44,12,1.2,27.99
23.18,8.49,Sport,Female,6,39,8,1.2,24.38
24.29,8.83,Sport,Female,7,40,9,1.2,25.49
25.33,10.03,Sport,Female,8.5,42,10.5,1.2,26.53
25.26,9.6,Sport,Female,8.5,42,10.5,1.2,26.46
26.78,10.52,Sport,Female,10,44,12,1.2,27.98
23.9,9.03,Sport,Female,6.5,40,8.5,1.2,25.1
24.04,8.57,Sport,Female,7,40,9,1.2,25.24
23.19,8.8,Sport,Female,6,39,8,1.2,24.39
24.93,9.15,Sport,Female,8,41,10,1.2,26.13
25.29,9.7,Sport,Female,8.5,42,10.5,1.2,26.49
24.25,9.44,Sport,Female,7,40,9,1.2,25.45
24.59,9.47,Sport,Female,7.5,41,9.5,1.2,25.79
24.95,10.24,Sport,Female,8,41,10,1.2,26.15
26.46,10.21,Sport,Female,9.5,43,11.5,1.2,27.66
23.01,8.55,Sport,Female,5.5,38,7.5,1.2,24.21
21.78,8.99,Sport,Female,4,36,6,1.2,22.98
23.42,9,Sport,Female,6,39,8,1.2,24.62
24.92,9.26,Sport,Female,8,41,10,1.2,26.12
24.02,9.69,Sport,Female,7,40,9,1.2,25.22
24.49,8.87,Sport,Female,7.5,41,9.5,1.2,25.69
23.52,9.38,Sport,Female,6,39,8,1.2,24.72
23.75,9.36,Sport,Female,6.5,39,8.5,1.2,24.95
25.05,9,Sport,Female,8,41,10,1.2,26.25
25.85,8.91,Sport,Female,9,43,11,1.2,27.05
24.34,9.17,Sport,Female,7,40,9,1.2,25.54
25.44,8.28,Sport,Female,8.5,42,10.5,1.2,26.64
26.08,10.06,Sport,Female,9,43,11,1.2,27.28
25.42,9.6,Sport,Female,8.5,42,10.5,1.2,26.62
26.23,10.22,Sport,Female,9.5,43,11.5,1.2,27.43
24.78,9.42,Sport,Female,7.5,41,9.5,1.2,25.98
21.61,9.16,Sport,Female,4,36,6,1.2,22.81
25.06,9.14,Sport,Female,8,41,10,1.2,26.26
24.99,9.56,Sport,Female,8,41,10,1.2,26.19
24.8,9.15,Sport,Female,7.5,41,9.5,1.2,26
22.82,8.8,Sport,Female,5.5,38,7.5,1.2,24.02
21.77,8.63,Sport,Female,4,36,6,1.2,22.97
22.38,8.88,Sport,Female,5,37,7,1.2,23.58
23.5,8.72,Sport,Female,6,39,8,1.2,24.7
25.65,9.7,Sport,Female,8.5,42,10.5,1.2,26.85
23.4,9,Sport,Female,6,39,8,1.2,24.6
26.35,9.13,Sport,Female,9.5,43,11.5,1.2,27.55
26.56,9.02,Sport,Female,10,44,12,1.2,27.76
24.39,9.66,Sport,Female,7,40,9,1.2,25.59
24.85,8.42,Sport,Female,8,41,10,1.2,26.05
24.88,9.27,Sport,Female,8,41,10,1.2,26.08
22.16,8.11,Sport,Female,4.5,37,6.5,1.2,23.36
24.96,10.03,Sport,Female,8,41,10,1.2,26.16
24.02,9.35,Sport,Female,7,40,9,1.2,25.22
24.46,9.36,Sport,Female,7.5,40,9.5,1.2,25.66
23.74,8.74,Sport,Female,6.5,39,8.5,1.2,24.94
23.66,8.5,Sport,Female,6.5,39,8.5,1.2,24.86
24.21,9.24,Sport,Female,7,40,9,1.2,25.41
25.4,9.44,Sport,Female,8.5,42,10.5,1.2,26.6
25.5,9.05,Sport,Female,8.5,42,10.5,1.2,26.7
25.17,8.96,Sport,Female,8,42,10,1.2,26.37
24.33,8.74,Sport,Female,7,40,9,1.2,25.53
23.85,8.62,Sport,Female,6.5,40,8.5,1.2,25.05
25.39,9.2,Sport,Female,8.5,42,10.5,1.2,26.59
22.96,9.01,Sport,Female,5.5,38,7.5,1.2,24.16
24.85,9.52,Sport,Female,8,41,10,1.2,26.05
27.25,9.87,Sport,Female,10.5,45,12.5,1.2,28.45
22.14,8.74,Sport,Female,4.5,37,6.5,1.2,23.34
24.5,9.46,Sport,Female,7.5,41,9.5,1.2,25.7
23.7,8.25,Sport,Female,6.5,39,8.5,1.2,24.9
26.7,9.84,Sport,Female,10,44,12,1.2,27.9
25.4,9.98,Sport,Female,8.5,42,10.5,1.2,26.6
25.19,8.63,Sport,Female,8,42,10,1.2,26.39
26.45,8.6,Sport,Female,9.5,43,11.5,1.2,27.65
24.94,9.27,Sport,Female,8,41,10,1.2,26.14
25.06,9.8,Sport,Female,8,41,10,1.2,26.26
23.16,8.86,Sport,Female,6,39,8,1.2,24.36
27.22,10.13,Sport,Female,10.5,45,12.5,1.2,28.42
23.91,9.23,Sport,Female,6.5,40,8.5,1.2,25.11
23.52,8.54,Sport,Female,6,39,8,1.2,24.72
22.22,8.32,Sport,Female,4.5,37,6.5,1.2,23.42
23.85,8.41,Sport,Female,6.5,40,8.5,1.2,25.05
25.65,10.12,Sport,Female,8.5,42,10.5,1.2,26.85
24.88,9.66,Sport,Female,8,41,10,1.2,26.08
24.34,9.16,Sport,Female,7,40,9,1.2,25.54
22.96,8.78,Sport,Female,5.5,38,7.5,1.2,24.16
26.91,9.49,Sport,Female,10,44,12,1.2,28.11
23.91,9.26,Sport,Female,6.5,40,8.5,1.2,25.11
26.64,9.46,Sport,Female,10,44,12,1.2,27.84
25.38,9.3,Sport,Female,8.5,42,10.5,1.2,26.58
26.39,9.44,Sport,Female,9.5,43,11.5,1.2,27.59
25.46,9.78,Sport,Female,8.5,42,10.5,1.2,26.66
